drug_id,condition_id,average_rating,class
Osphena,Dyspareunia,9,B
Ospemifene,Dyspareunia,8.666666667,B
Myobloc,Dystonia,10,A
Flavoxate,Dysuria,10,A
Uricalm,Dysuria,9.875,A
Phenazopyridine,Dysuria,9.222222222,A
Uristat,Dysuria,8,C
Acetic acid / antipyrine / benzocaine / polycosanol,Ear Wax Impaction,10,A
Debrox,Ear Wax Impaction,10,A
Cortizone-10,Eczema,10,A
Dermatop,Eczema,10,A
Desonate,Eczema,10,A
Dexpak Taperpak,Eczema,10,A
Halog-E,Eczema,10,A
Westcort,Eczema,10,A
Dupilumab,Eczema,9.666666667,A
Flurandrenolide,Eczema,9.666666667,A
Mometasone,Eczema,9.637931034,A
Prednicarbate,Eczema,9.5,A
Topicort,Eczema,9.5,A
Desonide,Eczema,9.391304348,A
Halcinonide,Eczema,9.333333333,A
Dupixent,Eczema,9.307692308,A
Elidel,Eczema,9.222222222,A
Pimecrolimus,Eczema,9.142857143,A
DesOwen,Eczema,9,B
Halog,Eczema,9,B
Psorcon E,Eczema,9,B
Bumetanide,Edema,10,A
Chlorothiazide,Edema,10,A
Torsemide,Edema,10,A
Dyazide,Edema,9.5,A
Hydrochlorothiazide / spironolactone,Edema,9.5,A
Hydrochlorothiazide / triamterene,Edema,9.266666667,A
Lasix,Edema,9.071428571,A
Furosemide,Edema,8.896551724,B
Bumex,Edema,8.5,B
Ethacrynic acid,Edema,8,C
Triamterene,Edema,7.5,C
EContra EZ,Emergency Contraception,10,A
Opcicon One-Step,Emergency Contraception,10,A
Take Action,Emergency Contraception,10,A
Plan B,Emergency Contraception,9.67822736,A
Aftera,Emergency Contraception,9.605263158,A
Plan B One-Step,Emergency Contraception,9.593495935,A
My Way,Emergency Contraception,9.545454545,A
Ulipristal,Emergency Contraception,9.257142857,A
Next Choice,Emergency Contraception,9.208333333,A
ella,Emergency Contraception,9.181818182,A
Fallback Solo,Emergency Contraception,8,C
Megace,Endometrial Cance,9.5,A
Progesterone,"Endometrial Hyperplasia, Prophylaxis",8.071428571,B
Danocrine,Endometriosis,10,A
Danazol,Endometriosis,9.4,A
Goserelin,Endometriosis,9.230769231,A
Levlen,Endometriosis,9.166666667,A
Medroxyprogesterone,Endometriosis,8.961748634,B
Lupron Depot,Endometriosis,8.833333333,B
Leuprolide,Endometriosis,8.775280899,B
Nafarelin,Endometriosis,8.5,B
Synarel,Endometriosis,7,C
Mebaral,Epilepsy,10,A
Felbatol,Epilepsy,9.5,A
Mephobarbital,Epilepsy,9.5,A
Carbatrol,Epilepsy,9.285714286,A
Levetiracetam,Epilepsy,8.882352941,B
Carbamazepine,Epilepsy,8.861386139,B
Damiana,Erectile Dysfunction,10,A
Viagra,Erectile Dysfunction,9.6,A
Tadalafil,Erectile Dysfunction,9.43866171,A
Sildenafil,Erectile Dysfunction,9.398550725,A
Edex,Erectile Dysfunction,9.352941176,A
Caverject Impulse,Erectile Dysfunction,9.333333333,A
Avanafil,Erectile Dysfunction,9.176470588,A
Alprostadil,Erectile Dysfunction,9.14893617,A
Muse,Erectile Dysfunction,9.142857143,A
Levitra,Erectile Dysfunction,9.13559322,A
Stendra,Erectile Dysfunction,9.066666667,A
Vardenafil,Erectile Dysfunction,9.066666667,A
Caverject,Erectile Dysfunction,9,B
Staxyn,Erectile Dysfunction,9,B
Yohimbine,Erectile Dysfunction,9,B
Rabeprazole,Erosive Esophagitis,9.625,A
Nexium,Erosive Esophagitis,9.491525424,A
Omeprazole,Erosive Esophagitis,9.25,A
Conivaptan,Euvolemic Hyponatremia,9,B
Vaprisol,Euvolemic Hyponatremia,9,B
Mucomyst,Expectoration,10,A
Acetylcysteine,Expectoration,9.555555556,A
Benztropine,Extrapyramidal Reaction,9.5,A
Artane,Extrapyramidal Reaction,9,B
Cogentin,Extrapyramidal Reaction,9,B
Trihexyphenidyl,Extrapyramidal Reaction,8,C
Hypotears,Eye Redness,10,A
Prefrin,Eye Redness,10,A
Refresh PM,Eye Redness,10,A
Systane,Eye Redness,10,A
Tetrahydrozoline,Eye Redness,10,A
Visine Original,Eye Redness,10,A
Systane Balance,Eye Redness,9.666666667,A
FreshKote,Eye Redness,9.571428571,A
Ocular lubricant,Eye Redness,9.423076923,A
GenTeal,Eye Redness,9,B
TheraTears,Eye Redness,9,B
FML Forte Liquifilm,Eye Redness,7,C
Systane Ultra,Eye Redness,7,C
Tetrahydrozoline / zinc sulfate,Eye Redness/Itching,9.5,A
Visine Totality Multi-Symptom Relief,Eye Redness/Itching,9.5,A
Naphazoline / pheniramine,Eye Redness/Itching,9.142857143,A
Opcon-A,Eye Redness/Itching,8.5,B
Axid,GERD,10,A
Calcium carbonate / simethicone,GERD,10,A
Mylanta,GERD,10,A
Nexium 24HR,GERD,10,A
Nizatidine,GERD,10,A
Pepcid AC Chewable Tablets,GERD,10,A
Zegerid OTC,GERD,10,A
Aluminum hydroxide / magnesium trisilicate,GERD,9.666666667,A
Zegerid,GERD,9.666666667,A
Kapidex,GERD,9.647058824,A
Esomeprazole,GERD,9.5,A
Prilosec OTC,GERD,9.5,A
Prevacid,GERD,9.466666667,A
Pantoprazole,GERD,9.388888889,A
Dexilant,GERD,9.351851852,A
Aluminum hydroxide / magnesium hydroxide / simethicone,GERD,9.333333333,A
Zantac,GERD,9.235294118,A
Dexlansoprazole,GERD,9.192307692,A
Zantac 150,GERD,9.133333333,A
Ranitidine,GERD,9.12,A
Famotidine,GERD,9,B
Sucralfate,GERD,8.928571429,B
Prilosec,GERD,8.882352941,B
Pepcid,GERD,8.25,B
Nexium IV,GERD,8,C
Prevacid OTC,GERD,8,C
Citric acid / simethicone / sodium bicarbonate,Gas,10,A
Devrom,Gas,10,A
Gas-X,Gas,9.8,A
Simethicone,Gas,9.333333333,A
Gelusil,Gas,9,B
Cerezyme,Gaucher Disease,9,B
Imiglucerase,Gaucher Disease,9,B
Escitalopram,Generalized Anxiety Disorde,9.122877123,A
Seroquel,Generalized Anxiety Disorde,8.873417722,B
Insulin isophane,Gestational Diabetes,9,B
Peridex,Gingivitis,10,A
Periogard,Gingivitis,10,A
Brimonidine / timolol,Glaucoma,9,B
Alphagan P,"Glaucoma, Open Angle",10,A
Istalol,"Glaucoma, Open Angle",10,A
Travoprost,"Glaucoma, Open Angle",10,A
Brimonidine / brinzolamide,"Glaucoma, Open Angle",9.666666667,A
Xalatan,"Glaucoma, Open Angle",9.666666667,A
Tafluprost,"Glaucoma, Open Angle",9.5,A
Dorzolamide,"Glaucoma, Open Angle",9,B
Lumigan,"Glaucoma, Open Angle",9,B
Simbrinza,"Glaucoma, Open Angle",9,B
Timolol,"Glaucoma, Open Angle",8.333333333,B
Cosopt,"Glaucoma, Open Angle",8,C
Dorzolamide / timolol,"Glaucoma, Open Angle",7,C
Timoptic Ocudose,"Glaucoma, Open Angle",7,C
Trusopt,"Glaucoma, Open Angle",7,C
Zioptan,Glaucoma/Intraocular Hypertension,9,B
Temodar,Glioblastoma Multiforme,9.2,A
Benemid,Gout,10,A
Lesinurad,Gout,10,A
Zurampic,Gout,10,A
Krystexxa,Gout,9.666666667,A
Pegloticase,Gout,9.666666667,A
Aloprim,Gout,9.5,A
Probenecid,Gout,9.5,A
Febuxostat,Gout,9.391304348,A
Uloric,Gout,9.291666667,A
Allopurinol,Gout,9.181818182,A
Zyloprim,Gout,9,B
Solu-Medrol,"Gout, Acute",9.666666667,A
Colcrys,"Gout, Acute",9.333333333,A
Methylprednisolone,"Gout, Acute",9.288288288,A
Medrol,"Gout, Acute",9.25,A
Indomethacin,"Gout, Acute",9.188235294,A
Advil Liqui-Gels,"Gout, Acute",9.166666667,A
Indocin,"Gout, Acute",9.125,A
Tolmetin,"Gout, Acute",8.5,B
Fenoprofen,"Gout, Acute",8,C
Nalfon,"Gout, Acute",8,C
Colchicine / probenecid,Gouty Arthritis,10,A
Probenecid and Colchicine,Gouty Arthritis,10,A
Sulfinpyrazone,Gouty Arthritis,9,B
Atazanavir,HIV Infection,10,A
Combivir,HIV Infection,10,A
Darunavir,HIV Infection,10,A
Emtricitabine / rilpivirine / tenofovir alafenamide,HIV Infection,10,A
Enfuvirtide,HIV Infection,10,A
Epivir,HIV Infection,10,A
Epzicom,HIV Infection,10,A
Fuzeon,HIV Infection,10,A
Lamivudine / zidovudine,HIV Infection,10,A
Odefsey,HIV Infection,10,A
Reyataz,HIV Infection,10,A
Stribild,HIV Infection,9.771929825,A
Cobicistat / elvitegravir / emtricitabine / tenofovir,HIV Infection,9.7,A
Tivicay,HIV Infection,9.666666667,A
Truvada,HIV Infection,9.555555556,A
Triumeq,HIV Infection,9.454545455,A
Abacavir / dolutegravir / lamivudine,HIV Infection,9.45,A
Emtricitabine / tenofovir,HIV Infection,9.444444444,A
Atripla,HIV Infection,9.412698413,A
Dolutegravir,HIV Infection,9.4,A
Isentress,HIV Infection,9.375,A
Raltegravir,HIV Infection,9.375,A
Cobicistat / elvitegravir / emtricitabine / tenofovir alafenamide,HIV Infection,9.35483871,A
Efavirenz / emtricitabine / tenofovir,HIV Infection,9.343283582,A
Genvoya,HIV Infection,9.303030303,A
Emtricitabine / rilpivirine / tenofovir,HIV Infection,9.194444444,A
Complera,HIV Infection,9.151515152,A
Abacavir / lamivudine / zidovudine,HIV Infection,9,B
Trizivir,HIV Infection,9,B
Lopinavir / ritonavir,HIV Infection,8.666666667,B
Nevirapine,HIV Infection,8.5,B
Efavirenz,HIV Infection,8,C
Etravirine,HIV Infection,8,C
Kaletra,HIV Infection,8,C
Maraviroc,HIV Infection,8,C
Selzentry,HIV Infection,8,C
Viramune,HIV Infection,8,C
Sustiva,HIV Infection,7.5,C
Cladribine,Hairy Cell Leukemia,10,A
Leustatin,Hairy Cell Leukemia,10,A
Nature-Throid,Hashimoto's disease,9.545454545,A
Unithroid,Hashimoto's disease,9.5,A
Levothroid,Hashimoto's disease,9,B
Levo-T,Hashimoto's disease,8,C
Malathion,Head Lice,10,A
Natroba,Head Lice,10,A
Ovide,Head Lice,10,A
Spinosad,Head Lice,10,A
Sklice,Head Lice,9.8125,A
Benzyl alcohol,Head Lice,8,C
Ulesfia,Head Lice,8,C
Keytruda,Head and Neck Cance,9,B
Erbitux,Head and Neck Cance,8,C
Acetaminophen / phenylephrine,Headache,10,A
Anaprox-DS,Headache,10,A
Ascomp with Codeine,Headache,10,A
BC Fast Pain Relief,Headache,10,A
Excedrin Sinus Headache,Headache,10,A
Phrenilin,Headache,10,A
Esgic-Plus,Headache,9.888888889,A
Acetaminophen / butalbital / caffeine,Headache,9.666666667,A
Esgic,Headache,9.666666667,A
Aspirin / butalbital / caffeine / codeine,Headache,9.578947368,A
Fioricet,Headache,9.564102564,A
Acetaminophen / dichloralphenazone / isometheptene mucate,Headache,9.4,A
Dolgic Plus,Headache,9.4,A
Fioricet with Codeine,Headache,9.4,A
Acetaminophen / butalbital / caffeine / codeine,Headache,9.375,A
Advil,Headache,9.363636364,A
Acetaminophen / caffeine,Headache,9.333333333,A
Bupap,Headache,9.333333333,A
Excedrin PM,Headache,9.333333333,A
Fiorinal with Codeine,Headache,9.25,A
Acetaminophen / butalbital,Headache,9.222222222,A
Acetaminophen / diphenhydramine,Headache,9.066666667,A
Advil Migraine,Headache,9,B
Epidrin,Headache,9,B
Excedrin Tension Headache,Headache,9,B
Acetaminophen / caffeine / isometheptene mucate,Headache,8.857142857,B
Prodrin,Headache,8.5,B
Streptokinase,Heart Attack,10,A
Clopidogrel,Heart Attack,9.464285714,A
Plavix,Heart Attack,9.380952381,A
Nitrolingual Pumpspray,Heart Attack,9,B
Ivabradine,Heart Failure,10,A
Entresto,Heart Failure,9.666666667,A
Coreg,Heart Failure,9.380952381,A
Sacubitril / valsartan,Heart Failure,9.25,A
BiDil,Heart Failure,9,B
Hydralazine / isosorbide dinitrate,Heart Failure,9,B
Nitrostat,Heart Failure,9,B
Isosorbide mononitrate,Heart Failure,8.909090909,B
Aciphex,Helicobacter Pylori Infection,9.7,A
Prevpac,Helicobacter Pylori Infection,8.857142857,B
Amoxicillin / clarithromycin / lansoprazole,Helicobacter Pylori Infection,8.852941176,B
Pylera,Helicobacter Pylori Infection,8.516129032,B
Bismuth subcitrate potassium / metronidazole / tetracycline,Helicobacter Pylori Infection,8.40625,B
Advate,Hemophilia A,9,B
Antihemophilic factor,Hemophilia A,8,C
Nuwiq,Hemophilia A,8,C
Alphanine SD,Hemophilia B,9,B
RectiCare,Hemorrhoids,10,A
Tronolane Anesthetic for Hemorrhoids,Hemorrhoids,10,A
Pramoxine,Hemorrhoids,9.75,A
Proctofoam,Hemorrhoids,9.75,A
Analpram-HC,Hemorrhoids,9.714285714,A
Proctofoam HC,Hemorrhoids,9.666666667,A
Nupercainal,Hemorrhoids,9.6,A
Hydrocortisone / pramoxine,Hemorrhoids,9.454545455,A
Proctosol-HC,Hemorrhoids,9.333333333,A
Hydrocortisone / lidocaine,Hemorrhoids,9,B
LMX 5,Hemorrhoids,9,B
Phenylephrine / pramoxine,Hemorrhoids,8.5,B
Generlac,Hepatic Encephalopathy,10,A
Enulose,Hepatic Encephalopathy,9,B
Epivir-HBV,Hepatitis B,10,A
Tenofovir,Hepatitis B,9.333333333,A
Lamivudine,Hepatitis B,9,B
Viread,Hepatitis B,9,B
Boceprevir,Hepatitis C,10,A
Daclatasvir,Hepatitis C,10,A
Glecaprevir / pibrentasvir,Hepatitis C,10,A
Mavyret,Hepatitis C,10,A
Rebetol,Hepatitis C,10,A
Victrelis,Hepatitis C,10,A
Dasabuvir / ombitasvir / paritaprevir / ritonavir,Hepatitis C,9.8,A
Viekira Pak,Hepatitis C,9.8,A
Sovaldi,Hepatitis C,9.761904762,A
Simeprevir,Hepatitis C,9.666666667,A
Harvoni,Hepatitis C,9.621301775,A
Daklinza,Hepatitis C,9.6,A
Ledipasvir / sofosbuvir,Hepatitis C,9.58045977,A
Zepatier,Hepatitis C,9.5625,A
Olysio,Hepatitis C,9.5,A
Peginterferon alfa-2a,Hepatitis C,9.5,A
Elbasvir / grazoprevir,Hepatitis C,9.470588235,A
Sofosbuvir,Hepatitis C,9.444444444,A
Ribavirin,Hepatitis C,9.333333333,A
Pegasys,Hepatitis C,9.2,A
Telaprevir,Hepatitis C,9.142857143,A
Epclusa,Hepatitis C,9.111111111,A
Incivek,Hepatitis C,9,B
Sofosbuvir / velpatasvir,Hepatitis C,8.846153846,B
Copegus,Hepatitis C,8,C
Sorafenib,Hepatocellular Carcinoma,9,B
Bee pollen,Herbal Supplementation,10,A
Royal jelly,Herbal Supplementation,10,A
Slippery elm,Herbal Supplementation,10,A
Turmeric,Herbal Supplementation,9.6,A
Lecithin,Herbal Supplementation,9.5,A
Scullcap,Herbal Supplementation,9,B
Milk thistle,Herbal Supplementation,8,C
Creatine,Herbal Supplementation,7,C
Pennyroyal,Herbal Supplementation,7,C
C1 esterase inhibitor (human),Hereditary Angioedema,10,A
Cinryze,Hereditary Angioedema,10,A
Conestat alfa,Hereditary Angioedema,10,A
Ecallantide,Hereditary Angioedema,10,A
Firazyr,Hereditary Angioedema,10,A
Icatibant,Hereditary Angioedema,10,A
Ruconest,Hereditary Angioedema,10,A
Blistex,Herpes Simplex,10,A
Abreva,Herpes Simplex,9.301204819,A
Acyclovir,Herpes Simplex,9.271604938,A
Zovirax,Herpes Simplex,9.25,A
Docosanol,Herpes Simplex,9.241758242,A
Allantoin / camphor / phenol,Herpes Simplex,9,B
Ganciclovir,Herpes Simplex Dendritic Keratitis,10,A
Famciclovir,"Herpes Simplex, Mucocutaneous/Immunocompetent Host",9.217391304,A
Valacyclovir,"Herpes Simplex, Suppression",9.693396226,A
Lysine,"Herpes Simplex, Suppression",9.647058824,A
Valtrex,"Herpes Simplex, Suppression",9.611510791,A
Zostavax,"Herpes Zoster, Prophylaxis",10,A
Zoster vaccine live,"Herpes Zoster, Prophylaxis",10,A
Thorazine,Hiccups,9.444444444,A
Aldactazide,High Blood Pressure,10,A
Atenolol / chlorthalidone,High Blood Pressure,10,A
Bendroflumethiazide / nadolol,High Blood Pressure,10,A
Chlorthalidone,High Blood Pressure,10,A
Corzide 80 / 5,High Blood Pressure,10,A
Eplerenone,High Blood Pressure,10,A
Exforge HCT,High Blood Pressure,10,A
Fosinopril,High Blood Pressure,10,A
Indapamide,High Blood Pressure,10,A
Inspra,High Blood Pressure,10,A
Lotensin,High Blood Pressure,10,A
Nifedical XL,High Blood Pressure,10,A
Tarka,High Blood Pressure,10,A
Zestoretic,High Blood Pressure,10,A
Avalide,High Blood Pressure,9.666666667,A
Edarbi,High Blood Pressure,9.666666667,A
Reserpine,High Blood Pressure,9.666666667,A
Valturna,High Blood Pressure,9.666666667,A
Amlodipine / olmesartan,High Blood Pressure,9.517241379,A
Acebutolol,High Blood Pressure,9.5,A
Caduet,High Blood Pressure,9.5,A
Diovan HCT,High Blood Pressure,9.5,A
Methyldopa,High Blood Pressure,9.5,A
Plendil,High Blood Pressure,9.5,A
Sectral,High Blood Pressure,9.5,A
Azor,High Blood Pressure,9.428571429,A
Edarbyclor,High Blood Pressure,9.4,A
Hydrochlorothiazide / irbesartan,High Blood Pressure,9.4,A
Twynsta,High Blood Pressure,9.4,A
Amlodipine / telmisartan,High Blood Pressure,9.333333333,A
Azilsartan medoxomil,High Blood Pressure,9.333333333,A
Captopril,High Blood Pressure,9.333333333,A
Catapres-TTS,High Blood Pressure,9.333333333,A
Hydrochlorothiazide / telmisartan,High Blood Pressure,9.333333333,A
Micardis HCT,High Blood Pressure,9.333333333,A
Tekturna HCT,High Blood Pressure,9.333333333,A
Hydrochlorothiazide / losartan,High Blood Pressure,9.285714286,A
Maxzide,High Blood Pressure,9.25,A
Perindopril,High Blood Pressure,9.25,A
Trandolapril / verapamil,High Blood Pressure,9.25,A
Bystolic,High Blood Pressure,9.2,A
Hyzaar,High Blood Pressure,9.2,A
Doxazosin,High Blood Pressure,9.133333333,A
Amlodipine / hydrochlorothiazide / olmesartan,High Blood Pressure,9.125,A
Olmesartan,High Blood Pressure,9.113207547,A
Nebivolol,High Blood Pressure,9.092105263,A
Aliskiren,High Blood Pressure,9.076923077,A
Benicar,High Blood Pressure,9.075,A
Toprol-XL,High Blood Pressure,9.041666667,A
Aliskiren / hydrochlorothiazide,High Blood Pressure,9,B
Amlodipine / atorvastatin,High Blood Pressure,9,B
Benicar HCT,High Blood Pressure,9,B
Coreg CR,High Blood Pressure,9,B
Hydrochlorothiazide / olmesartan,High Blood Pressure,9,B
Hydrochlorothiazide / valsartan,High Blood Pressure,9,B
Lopressor,High Blood Pressure,9,B
Micardis,High Blood Pressure,9,B
Monopril,High Blood Pressure,9,B
Telmisartan,High Blood Pressure,9,B
Tenoretic 50,High Blood Pressure,9,B
Amlodipine,High Blood Pressure,8.949367089,B
Tekturna,High Blood Pressure,8.933333333,B
Atenolol,High Blood Pressure,8.917647059,B
Ramipril,High Blood Pressure,8.916666667,B
Cozaar,High Blood Pressure,8.909090909,B
Hydrochlorothiazide / lisinopril,High Blood Pressure,8.894736842,B
Diovan,High Blood Pressure,8.88,B
Lisinopril,High Blood Pressure,8.856060606,B
Amlodipine / benazepril,High Blood Pressure,8.833333333,B
Azilsartan medoxomil / chlorthalidone,High Blood Pressure,8.8,B
Lotrel,High Blood Pressure,8.8,B
Prinivil,High Blood Pressure,8.8,B
Hydrochlorothiazide,High Blood Pressure,8.75,B
Irbesartan,High Blood Pressure,8.75,B
Tribenzor,High Blood Pressure,8.7,B
Losartan,High Blood Pressure,8.56626506,B
Atacand,High Blood Pressure,8.5,B
Metoprolol Tartrate,High Blood Pressure,8.5,B
Benazepril,High Blood Pressure,8.428571429,B
Candesartan,High Blood Pressure,8.428571429,B
Avapro,High Blood Pressure,8.333333333,B
Exforge,High Blood Pressure,8.285714286,B
Zestril,High Blood Pressure,8.25,B
Bisoprolol / hydrochlorothiazide,High Blood Pressure,8,C
Hydrochlorothiazide / moexipril,High Blood Pressure,8,C
Moexipril,High Blood Pressure,8,C
Prinzide,High Blood Pressure,8,C
Procardia XL,High Blood Pressure,8,C
Uniretic,High Blood Pressure,8,C
Univasc,High Blood Pressure,8,C
Ziac,High Blood Pressure,8,C
Labetalol,High Blood Pressure,7,C
Normodyne,High Blood Pressure,7,C
Quinapril,High Blood Pressure,7,C
B3-500-Gr,High Cholesterol,10,A
Red yeast rice,High Cholesterol,10,A
Slo-Niacin,High Cholesterol,10,A
Repatha,High Cholesterol,9.764705882,A
Ezetimibe / simvastatin,High Cholesterol,9.714285714,A
Lopid,High Cholesterol,9.666666667,A
Lovastatin,High Cholesterol,9.6,A
Vytorin,High Cholesterol,9.555555556,A
Praluent,High Cholesterol,9.538461538,A
Ezetimibe,High Cholesterol,9.375,A
Zocor,High Cholesterol,9.333333333,A
Zetia,High Cholesterol,9.307692308,A
Gemfibrozil,High Cholesterol,9.25,A
Crestor,High Cholesterol,9.206896552,A
Simvastatin,High Cholesterol,9.125,A
Atorvastatin,High Cholesterol,9.088235294,A
Pravachol,High Cholesterol,9,B
Pitavastatin,High Cholesterol,8.882352941,B
Livalo,High Cholesterol,8.777777778,B
Lipitor,High Cholesterol,8.75,B
Pravastatin,High Cholesterol,8.714285714,B
Fenofibric acid,High Cholesterol,8.375,B
Niacin / simvastatin,High Cholesterol,8.25,B
Altoprev,"High Cholesterol, Familial Heterozygous",9.5,A
Rosuvastatin,"High Cholesterol, Familial Heterozygous",9.472222222,A
Alirocumab,"High Cholesterol, Familial Heterozygous",9.357142857,A
Mevacor,"High Cholesterol, Familial Heterozygous",9,B
Evolocumab,"High Cholesterol, Familial Homozygous",9.714285714,A
Vaniqa,Hirsutism,9.653846154,A
Eflornithine,Hirsutism,9.333333333,A
Bazedoxifene / conjugated estrogens,Hot Flashes,10,A
Estratest,Hot Flashes,10,A
Evening Primrose Oil,Hot Flashes,9.75,A
Duavee,Hot Flashes,9.5,A
Gabapentin,Hot Flashes,9.065359477,A
Brisdelle,Hot Flashes,8.642857143,B
Aldara,Human Papilloma Virus,9.315789474,A
Cimetidine,Human Papilloma Virus,9.166666667,A
Tagamet,Human Papilloma Virus,9,B
Podophyllum resin,Human Papilloma Virus,7,C
Gardasil,Human Papillomavirus Prophylaxis,9.555555556,A
Human papillomavirus vaccine,Human Papillomavirus Prophylaxis,9.555555556,A
Xerac AC,Hyperhidrosis,10,A
Hypercare,Hyperhidrosis,9.635036496,A
Aluminum chloride hexahydrate,Hyperhidrosis,9.568965517,A
Drysol,Hyperhidrosis,9.550724638,A
Sodium polystyrene sulfonate,Hyperkalemia,10,A
Niaspan,Hyperlipoproteinemia,8.222222222,B
Simcor,Hyperlipoproteinemia,7,C
Prevalite,"Hyperlipoproteinemia Type IIa, Elevated LDL",7.5,C
Calcifediol,Hyperparathyroidism Secondary to Renal Impairment,10,A
Rayaldee,Hyperparathyroidism Secondary to Renal Impairment,10,A
Calcium acetate,Hyperphosphatemia,8,C
PhosLo,Hyperphosphatemia,8,C
Lanthanum carbonate,Hyperphosphatemia of Renal Failure,9,B
Renvela,Hyperphosphatemia of Renal Failure,9,B
Auryxia,Hyperphosphatemia of Renal Failure,8,C
Ferric citrate,Hyperphosphatemia of Renal Failure,8,C
Sevelamer,Hyperphosphatemia of Renal Failure,8,C
Renagel,Hyperphosphatemia of Renal Failure,7,C
Dostinex,Hyperprolactinemia,9.285714286,A
Bromocriptine,Hyperprolactinemia,9,B
Parlodel,Hyperprolactinemia,9,B
Cabergoline,Hyperprolactinemia,8.956521739,B
NoDoz,Hypersomnia,9.5,A
Caffeine,Hypersomnia,9,B
Vivarin,Hypersomnia,8.333333333,B
Hydralazine,Hypertensive Emergency,8.333333333,B
Pima,Hyperthyroidism,10,A
Potassium iodide,Hyperthyroidism,10,A
Tapazole,Hyperthyroidism,10,A
Methimazole,Hyperthyroidism,8.666666667,B
Vascepa,Hypertriglyceridemia,9.727272727,A
Icosapent,Hypertriglyceridemia,9.692307692,A
TriCor,Hypertriglyceridemia,9.5,A
Fenofibrate,Hypertriglyceridemia,9.357142857,A
Lovaza,Hypertriglyceridemia,9.333333333,A
Omega-3 polyunsaturated fatty acids,Hypertriglyceridemia,9.076923077,A
Omacor,Hypertriglyceridemia,9,B
Lipofen,Hypertriglyceridemia,8.5,B
Trilipix,Hypertriglyceridemia,8,C
Flibanserin,Hypoactive Sexual Desire Disorde,9.5,A
Addyi,Hypoactive Sexual Desire Disorde,9,B
Rocaltrol,Hypocalcemia,10,A
Hyaluronidase,Hypodermoclysis,10,A
Cenestin,Hypoestrogenism,10,A
Estrace Vaginal Cream,Hypoestrogenism,9.529411765,A
Estrace,Hypoestrogenism,9.25,A
Climara,Hypoestrogenism,8.888888889,B
Glucose,Hypoglycemia,9.5,A
Diazoxide,Hypoglycemia,9,B
Insta-Glucose,Hypoglycemia,9,B
Proglycem,Hypoglycemia,9,B
Follicle stimulating hormone,"Hypogonadism, Male",10,A
Gonal-f,"Hypogonadism, Male",10,A
Methitest,"Hypogonadism, Male",10,A
Methyltestosterone,"Hypogonadism, Male",10,A
Ovidrel,"Hypogonadism, Male",10,A
Depo-Testosterone,"Hypogonadism, Male",9.333333333,A
Axiron,"Hypogonadism, Male",9.117647059,A
Androderm,"Hypogonadism, Male",9,B
Aveed,"Hypogonadism, Male",9,B
Testopel,"Hypogonadism, Male",9,B
Testosterone,"Hypogonadism, Male",8.96,B
AndroGel,"Hypogonadism, Male",8.951219512,B
Fortesta,"Hypogonadism, Male",8.909090909,B
Testim,"Hypogonadism, Male",8.621621622,B
Delatestryl,"Hypogonadism, Male",8.5,B
Natesto,"Hypogonadism, Male",8,C
Striant,"Hypogonadism, Male",7,C
Klor-Con,Hypokalemia,9.5,A
Potassium chloride,Hypokalemia,9.166666667,A
Dichlorphenamide,Hypokalemic Periodic Paralysis,9,B
Natpara,Hypoparathyroidism,8,C
Parathyroid hormone,Hypoparathyroidism,8,C
Liothyronine,"Hypothyroidism, After Thyroid Removal",9.647058824,A
Armour Thyroid,"Hypothyroidism, After Thyroid Removal",9.469879518,A
Synthroid,"Hypothyroidism, After Thyroid Removal",9.229508197,A
NP Thyroid,"Hypothyroidism, After Thyroid Removal",8.5,B
AmLactin,Ichthyosis,9.5,A
Eltrombopag,Idiopathic Thrombocytopenic Purpura,10,A
Romiplostim,Idiopathic Thrombocytopenic Purpura,10,A
Neoral,Idiopathic Thrombocytopenic Purpura,9.666666667,A
Retapamulin,Impetig,9,B
Magaldrate / simethicone,Indigestion,10,A
Depo-Medrol,Inflammatory Conditions,9.571428571,A
Dexamethasone Intensol,Inflammatory Conditions,9,B
Horse chestnut,Inflammatory Conditions,9,B
Tamiflu,Influenza,9.275590551,A
Acetaminophen / phenyltoloxamine,Influenza,9.272727273,A
Oseltamivir,Influenza,9.224,A
"Influenza virus vaccine, inactivated",Influenza Prophylaxis,9.5,A
FluMist,Influenza Prophylaxis,8,C
"Influenza virus vaccine, live, trivalent",Influenza Prophylaxis,8,C
Ethchlorvynol,Insomnia,10,A
Pentobarbital,Insomnia,10,A
Secobarbital,Insomnia,10,A
Seconal,Insomnia,10,A
Seconal Sodium,Insomnia,10,A
Sleep Aid,Insomnia,10,A
Estazolam,Insomnia,9.8,A
Tryptophan,Insomnia,9.8,A
Intermezzo,Insomnia,9.666666667,A
Zolpimist,Insomnia,9.666666667,A
Benadryl Allergy,Insomnia,9.545454545,A
Silenor,Insomnia,9.523809524,A
Quazepam,Insomnia,9.5,A
Somnote,Insomnia,9.5,A
Flurazepam,Insomnia,9.454545455,A
Dalmane,Insomnia,9.428571429,A
Triazolam,Insomnia,9.37037037,A
Chloral hydrate,Insomnia,9.363636364,A
Lunesta,Insomnia,9.356164384,A
Lorazepam,Insomnia,9.35,A
Doxepin,Insomnia,9.342857143,A
Nytol,Insomnia,9.333333333,A
